universal-id,nces-id,state-id,name,school-summary,type,level-codes,level,street,city,state,fipscounty,zip,phone,fax,county,lat,lon,district-name,district-id,web-site,overview-url
2603768,263660007272,00157,Avoca Elementary School,"Avoca Elementary School, a public school located in Township of Kenockee, MI, serves grades PK-5 in the Yale Public Schools.",public,"p,e","PK,KG,1,2,3,4,5",8751 WILLOW ST,Township of Kenockee,MI,26147,48006,(810) 324-2660,(810) 324-2843,St. Clair County,43.059277,-82.689545,Yale Public Schools,737,http://www.ypsd.us,https://www.greatschools.org/michigan/kenockee-township/3768-Avoca-Elementary-School/
2613339,,,Brightmont Academy - Birmingham,"Brightmont Academy - Birmingham, a private school located in Birmingham, MI, serves grades 6-12 in the .",private,"m,h","6,7,8,9,10,11,12",33483 Woodward Avenue,Birmingham,MI,26125,48009,(248) 430-3060,,Oakland,42.534897,-83.203094,,0,http://www.brightmontacademy.com/campuses/birmingham/,https://www.greatschools.org/michigan/birmingham/13339-Brightmont-Academy---Birmingham/
2613844,A1702039,,Brightmont Academy   Birmingham,"Brightmont Academy   Birmingham, a private school located in Birmingham, MI, serves grades 7-12 in the .",private,"m,h","7,8,9,10,11,12",33483 Woodward Avenue,Birmingham,MI,26125,48009,(248) 430-3060,,Oakland County,42.534901,-83.20311,,0,,https://www.greatschools.org/michigan/birmingham/13844-Brightmont-Academy---Birmingham/
2604034,00638086,01731,Holy Name School,"Holy Name School, a private school located in Birmingham, MI, serves grades PK-8 in the .",private,"p,e,m","PK,TK,KG,1,2,3,4,5,6,7,8",680 Harmon Street,Birmingham,MI,26125,48009,(248) 644-2722,(248) 644-1191,Oakland County,42.550652,-83.222076,,0,,https://www.greatschools.org/michigan/birmingham/4034-Holy-Name-School/
2604312,00642525,02917,Our Shepherd Lutheran School,"Our Shepherd Lutheran School, a private school located in Birmingham, MI, serves grades PK-8 in the .",private,"p,e,m","PK,TK,KG,1,2,3,4,5,6,7,8",1658 East Lincoln Street,Birmingham,MI,26125,48009,(248) 645-0551,,Oakland County,42.538906,-83.198975,,0,http://ourshepherd.net/,https://www.greatschools.org/michigan/birmingham/4312-Our-Shepherd-Lutheran-School/
2604822,AA000474,01998,Eton Academy,"Eton Academy, a private school located in Birmingham, MI, serves grades 1-12 in the .",private,"e,m,h","1,2,3,4,5,6,7,8,9,10,11,12",1755 East Melton Road,Birmingham,MI,26125,48009,(248) 642-1150,,Oakland County,42.534512,-83.19178,,0,Etonacademy.org,https://www.greatschools.org/michigan/birmingham/4822-Eton-Academy/
2605422,AA000595,,Gateway Montessori School,"Gateway Montessori School, a private school located in Birmingham, MI, serves grades PK-K in the .",private,"p,e","PK,TK,KG",300 Willits Street,Birmingham,MI,26125,48009,(248) 645-6393,,Oakland County,42.547745,-83.21743,,0,gatewaymontessori.org,https://www.greatschools.org/michigan/birmingham/5422-Gateway-Montessori-School/
2600566,260585004216,00904,Derby Middle School,"Derby Middle School, a public school located in Birmingham, MI, serves grades 6-8 in the Birmingham Public Schools.",public,m,"6,7,8",1300 Derby Road,Birmingham,MI,26125,48009,(248) 203-5003,(248) 203-4948,Oakland County,42.552521,-83.204231,Birmingham Public Schools,255,http://www.birmingham.k12.mi.us,https://www.greatschools.org/michigan/birmingham/566-Derby-Middle-School/
2600567,260585004217,01154,Ernest W. Seaholm High School,"Ernest W. Seaholm High School, a public school located in Birmingham, MI, serves grades 9-12 & Ungraded in the Birmingham Public Schools.",public,h,"9,10,11,12,UG",2436 West Lincoln Street,Birmingham,MI,26125,48009,(248) 203-3702,(248) 203-3706,Oakland County,42.538631,-83.244316,Birmingham Public Schools,255,http://www.birmingham.k12.mi.us,https://www.greatschools.org/michigan/birmingham/567-Ernest-W.-Seaholm-High-School/
2600572,260585004223,03030,Pierce Elementary School,"Pierce Elementary School, a public school located in Birmingham, MI, serves grades PK-5 in the Birmingham Public Schools.",public,"p,e","PK,KG,1,2,3,4,5",1829 Pierce Street,Birmingham,MI,26125,48009,(248) 203-4337,(248) 203-4393,Oakland County,42.533115,-83.213432,Birmingham Public Schools,255,http://www.birmingham.k12.mi.us,https://www.greatschools.org/michigan/birmingham/572-Pierce-Elementary-School/
2600573,260585004224,03133,Quarton Elementary,"Quarton Elementary, a public school located in Birmingham, MI, serves grades K-5 in the Birmingham Public Schools.",public,e,"KG,1,2,3,4,5",771 Chesterfield Avenue,Birmingham,MI,26125,48009,(248) 203-3429,(248) 203-3430,Oakland County,42.551929,-83.236404,Birmingham Public Schools,255,http://www.birmingham.k12.mi.us,https://www.greatschools.org/michigan/birmingham/573-Quarton-Elementary/
2608580,,03261,Roeper City and Country Upper,"Roeper City and Country Upper, a private school located in Birmingham, MI, serves grades 6-12 in the .",private,"m,h","6,7,8,9,10,11,12",1051 Oakland Ave,Birmingham,MI,26125,48009,(248) 203-7327,(248) 203-7305,Oakland,42.549664,-83.20652,,0,,https://www.greatschools.org/michigan/birmingham/8580-Roeper-City-And-Country-Upper/
2609472,A0701345,,Roeper School,"Roeper School, a private school located in Birmingham, MI, serves grades 6-12 in the .",private,"m,h","6,7,8,9,10,11,12",1051 Oakland Avenue,Birmingham,MI,26125,48009,(248) 203-7405,,Oakland County,42.550152,-83.206551,,0,,https://www.greatschools.org/michigan/birmingham/9472-Roeper-School/
2600716,260780004357,00518,Capac Elementary School,"Capac Elementary School, a public school located in Capac, MI, serves grades PK-6 in the Capac Community Schools.",public,"p,e","PK,KG,1,2,3,4,5,6",351 West Kempf Court,Capac,MI,26147,48014,(810) 395-3636,(810) 395-8086,St Clair County,43.017479,-82.933609,Capac Community Schools,287,http://capacschools.us,https://www.greatschools.org/michigan/capac/716-Capac-Elementary-School/
2600717,260780004358,00519,Capac High School,"Capac High School, a public school located in Capac, MI, serves grades 7-12 in the Capac Community Schools.",public,"m,h","7,8,9,10,11,12",541 North Glassford Street,Capac,MI,26147,48014,(810) 395-3808,(810) 395-2427,St Clair County,43.01807,-82.934593,Capac Community Schools,287,http://capacschools.us,https://www.greatschools.org/michigan/capac/717-Capac-High-School/
2609688,260780008331,01394,Capac Virtual Education Program,"Capac Virtual Education Program, a public school located in Capac, MI, serves grades K-12 in the Capac Community Schools.",public,"e,m,h","KG,1,2,3,4,5,6,7,8,9,10,11,12",541 North Glassford Street,Capac,MI,26147,48014,(810) 395-3792,(810) 395-2427,St Clair County,43.01807,-82.934593,Capac Community Schools,287,http://capacschools.us,https://www.greatschools.org/michigan/capac/9688-Capac-Virtual-Education-Program/
2613834,260113108964,03747,Center Line Preparatory Academy,"Center Line Preparatory Academy, a charter school located in Center Line, MI, serves grades K-11 in the .",charter,"e,m,h","KG,1,2,3,4,5,6,7,8,9,10,11",8155 Ritter Street,Center Line,MI,26099,48015,(586) 690-4290,,Macomb County,42.480038,-83.024483,,0,www.nhaschools.com/schools/center-line-preparatory-academy/en,https://www.greatschools.org/michigan/center-line/13834-Center-Line-Preparatory-Academy/
2600762,260858004404,00580,Center Line High School,"Center Line High School, a public school located in Center Line, MI, serves grades 9-12 in the Center Line Public Schools.",public,h,"9,10,11,12",26300 Arsenal Street,Center Line,MI,26099,48015,(586) 510-2100,(586) 510-2119,Macomb County,42.486046,-83.019356,Center Line Public Schools,298,http://www.clps.org,https://www.greatschools.org/michigan/center-line/762-Center-Line-High-School/
2600766,260858004408,02445,May V. Peck Elementary School,"May V. Peck Elementary School, a public school located in Center Line, MI, serves grades K-5 in the Center Line Public Schools.",public,e,"KG,1,2,3,4,5",26201 Lorraine Avenue,Center Line,MI,26099,48015,(586) 510-2600,(586) 510-2609,Macomb County,42.485783,-83.016273,Center Line Public Schools,298,http://www.clps.org,https://www.greatschools.org/michigan/warren/766-May-V.-Peck-Elementary-School/
2600767,260858004409,04575,Wolfe Middle School,"Wolfe Middle School, a public school located in Center Line, MI, serves grades 6-8 in the Center Line Public Schools.",public,m,"6,7,8",8640 McKinley,Center Line,MI,26099,48015,(586) 510-2300,(586) 510-2319,Macomb County,42.48856,-83.017303,Center Line Public Schools,298,http://www.clps.org,https://www.greatschools.org/michigan/center-line/767-Wolfe-Middle-School/
2609646,260104708578,01849,Rising Stars Academy,"Rising Stars Academy, a charter school located in Center Line, MI, serves grades 12 & Ungraded in the Rising Stars Academy.",charter,h,"12,UG",23855 Lawrence Avenue,Center Line,MI,26099,48015,(586) 405-9473,,Macomb County,42.470154,-83.032135,Rising Stars Academy,1028,http://rising-stars-academy.org/,https://www.greatschools.org/michigan/center-line/9646-Rising-Stars-Academy/
2604596,02872048,01516,Guardian Angels School,"Guardian Angels School, a private school located in Clawson, MI, serves grades K-8 in the .",private,"e,m","KG,1,2,3,4,5,6,7,8",521 14 Mile Road,Clawson,MI,26125,48017,(248) 588-5545,(248) 589-7356,Oakland County,42.534496,-83.139099,,0,,https://www.greatschools.org/michigan/clawson/4596-Guardian-Angels-School/
2605330,00644974,06467,Japhet School,"Japhet School, a private school located in Clawson, MI, serves grades PK-8 in the .",private,"p,e,m","PK,TK,KG,1,2,3,4,5,6,7,8",839 South Crooks Road,Clawson,MI,26125,48017,(248) 585-9150,(248) 585-2040,Oakland County,42.525913,-83.164604,,0,www.japhetschool.org,https://www.greatschools.org/michigan/clawson/5330-Japhet-School/
2606689,A0104393,,Gateway Country Day,"Gateway Country Day, a private school located in Clawson, MI, serves grades PK-K in the .",private,"p,e","PK,KG",456 E 14 Mile Rd,Clawson,MI,26125,48017,(248) 589-0682,,Oakland,42.533218,-83.140419,,0,,https://www.greatschools.org/michigan/clawson/6689-Gateway-Country-Day/
2600850,260993004481,00710,Clawson High School,"Clawson High School, a public school located in Clawson, MI, serves grades 9-12 in the Clawson Public Schools.",public,h,"9,10,11,12",101 John M Avenue,Clawson,MI,26125,48017,(248) 655-4200,(248) 655-4205,Oakland County,42.535603,-83.148239,Clawson Public Schools,314,http://www.clawsonschools.org,https://www.greatschools.org/michigan/clawson/850-Clawson-High-School/
2600851,260993004482,00711,Clawson Middle School,"Clawson Middle School, a public school located in Clawson, MI, serves grades 6-8 in the Clawson Public Schools.",public,m,"6,7,8",150 John M Avenue,Clawson,MI,26125,48017,(248) 655-4200,(248) 655-4251,Oakland County,42.536633,-83.149155,Clawson Public Schools,314,http://www.clawsonschools.org,https://www.greatschools.org/michigan/clawson/851-Clawson-Middle-School/
2600852,260993004483,02023,Kenwood Elementary School,"Kenwood Elementary School, a public school located in Clawson, MI, serves grades PK-5 in the Clawson Public Schools.",public,"p,e","PK,KG,1,2,3,4,5",240 Nahma Avenue,Clawson,MI,26125,48017,(248) 655-3838,(248) 655-3802,Oakland County,42.530666,-83.15432,Clawson Public Schools,314,http://www.clawsonschools.org,https://www.greatschools.org/michigan/clawson/852-Kenwood-Elementary-School/
2600853,260993004484,02978,Paul A. Schalm School,"Paul A. Schalm School, a public school located in Clawson, MI, serves grades K-5 in the Clawson Public Schools.",public,e,"KG,1,2,3,4,5",940 North Selfridge Boulevard,Clawson,MI,26125,48017,(248) 655-4949,(248) 655-4947,Oakland County,42.541214,-83.158089,Clawson Public Schools,314,http://www.clawsonschools.org,https://www.greatschools.org/michigan/clawson/853-Paul-A.-Schalm-School/
2601316,261245004948,00268,Bellview Elementary School,"Bellview Elementary School, a public school located in Eastpointe, MI, serves grades 3-5 in the East Detroit Public Schools.",public,e,"3,4,5",15800 Bell Avenue,Eastpointe,MI,26099,48021,(586) 553-3100,(586) 553-3109,Macomb County,42.476734,-82.958122,East Detroit Public Schools,353,http://www.eastpointeschools.org,https://www.greatschools.org/michigan/eastpointe/1316-Bellview-Elementary-School/
2601318,261245004950,01003,East Detroit High School,"East Detroit High School, a public school located in Eastpointe, MI, serves grades 9-12 in the East Detroit Public Schools.",public,h,"9,10,11,12",15501 Couzens Avenue,Eastpointe,MI,26099,48021,(586) 533-3700,(586) 533-3709,Macomb County,42.463516,-82.96199,East Detroit Public Schools,353,http://www.eastpointeschools.org,https://www.greatschools.org/michigan/eastpointe/1318-East-Detroit-High-School/
2601321,261245004953,02009,Kelly Middle School,"Kelly Middle School, a public school located in Eastpointe, MI, serves grades 6-8 in the East Detroit Public Schools.",public,m,"6,7,8",24701 Kelly Road,Eastpointe,MI,26099,48021,(586) 533-3600,(586) 533-3609,Macomb County,42.477261,-82.928474,East Detroit Public Schools,353,http://www.eastpointeschools.org,https://www.greatschools.org/michigan/eastpointe/1321-Kelly-Middle-School/
2601323,261245004955,03074,Pleasantview  Elementary School,"Pleasantview  Elementary School, a public school located in Eastpointe, MI, serves grades 3-5 in the East Detroit Public Schools.",public,e,"3,4,5",16501 Toepfer Drive,Eastpointe,MI,26099,48021,(586) 533-3400,(586) 533-3409,Macomb County,42.458157,-82.950882,East Detroit Public Schools,353,http://www.eastpointeschools.org,https://www.greatschools.org/michigan/eastpointe/1323-Pleasantview--Elementary-School/
2613556,261245008766,03083,East Detroit Virtual Academy,"East Detroit Virtual Academy, a public school located in Eastpointe, MI, serves grades 6-12 in the East Detroit Public Schools.",public,"m,h","6,7,8,9,10,11,12",15501 Couzens Avenue,Eastpointe,MI,26099,48021,(586) 533-3700,,Macomb County,42.463516,-82.96199,East Detroit Public Schools,353,,https://www.greatschools.org/michigan/eastpointe/13556-East-Detroit-Virtual-Academy/
2613637,261245008832,03247,Eastpointe Alternative Center,"Eastpointe Alternative Center, a public school located in Eastpointe, MI, serves grades 8-12 in the East Detroit Public Schools.",public,"m,h","8,9,10,11,12",15501 Couzens Avenue,Eastpointe,MI,26099,48021,(586) 533-3708,,Macomb County,42.463516,-82.96199,East Detroit Public Schools,353,,https://www.greatschools.org/michigan/eastpointe/13637-Eastpointe-Alternative-Center/
2600158,260013600786,08337,Eaton Academy,"Eaton Academy, a charter school located in Eastpointe, MI, serves grades K-8 in the Eaton Academy.",charter,"e,m","KG,1,2,3,4,5,6,7,8",21450 Universal Avenue,Eastpointe,MI,26099,48021,(586) 777-1519,(586) 777-1527,Macomb County,42.456306,-82.957527,Eaton Academy,88,http://www.eaton-academy.com,https://www.greatschools.org/michigan/eastpointe/158-Eaton-Academy/
2603223,263222000633,08339,Koepsell Education Center,"Koepsell Education Center, a public school located in Eastpointe, MI, serves grades PK-5 in the South Lake Schools.",public,"p,e","PK,KG,1,2,3,4,5",21760 Raven Avenue,Eastpointe,MI,26099,48021,(586) 435-1500,(586) 445-4322,Macomb County,42.456768,-82.92923,South Lake Schools,659,http://www.solake.org,https://www.greatschools.org/michigan/eastpointe/3223-Koepsell-Education-Center/
2604310,00642503,03978,St Peter's Lutheran School,"St Peter's Lutheran School, a private school located in Eastpointe, MI, serves grades K-8 in the .",private,"e,m","KG,1,2,3,4,5,6,7,8",23000 Gratiot Avenue,Eastpointe,MI,26099,48021,(867) 776-3001,(586) 777-0347,Macomb County,42.467529,-82.955116,,0,stpeterslutheranchurch.net,https://www.greatschools.org/michigan/eastpointe/4310-St-Peters-Lutheran-School/
2605407,K9303117,,Advent Childrens Center,"Advent Childrens Center, a private school located in Eastpointe, MI, serves grades PK-K in the .",private,"p,e","PK,KG",21439 Kelly Road,Eastpointe,MI,26099,48021,(810) 773-3338,,Macomb,42.456001,-82.935699,,0,,https://www.greatschools.org/michigan/eastpointe/5407-Advent-Childrens-Center/
2605436,A0104187,,B & E Childcare/Barbara Serian,"B & E Childcare/Barbara Serian, a private school located in Eastpointe, MI, serves grades PK-K in the .",private,"p,e","PK,KG",22616 Petersburg,Eastpointe,MI,26099,48021,(586) 771-0901,,Macomb,42.4645,-82.926003,,0,,https://www.greatschools.org/michigan/eastpointe/5436-B--E-Childcare-Barbara-Serian/
2605447,A0105091,,Train Up A Child Christian Academy,"Train Up A Child Christian Academy, a private school located in Detroit, MI, serves grades PK-K in the .",private,"p,e","PK,KG",10340 W Seven Mile,Detroit,MI,26099,48021,(313) 861-1382,,Macomb,42.431301,-83.164703,,0,,https://www.greatschools.org/michigan/detroit/5447-Train-Up-A-Child-Christian-Academy/
2605628,261245000193,08184,Kellwood  School (Alternative),"Kellwood  School (Alternative), a public school located in Eastpointe, MI, serves grades 9-12 in the East Detroit Public Schools.",public,h,"9,10,11,12",23750 David Avenue,Eastpointe,MI,26099,48021,(586) 533-3900,(586) 533-3909,Macomb,42.470764,-82.943184,East Detroit Public Schools,353,http://www.eastdetroit.org,https://www.greatschools.org/michigan/eastpointe/5628-Kellwood--School-Alternative/
2609642,261245008244,00831,Crescentwood Elementary School,"Crescentwood Elementary School, a public school located in Eastpointe, MI, serves grades K-2 in the East Detroit Public Schools.",public,e,"KG,1,2",14500 CRESCENTWOOD AVE,Eastpointe,MI,26099,48021,(586) 533-3200,(586) 533-3209,Macomb County,42.459599,-82.972,East Detroit Public Schools,353,http://www.eastpointeschools.org,https://www.greatschools.org/michigan/warren/9642-Crescentwood-Elementary-School/
2609643,261245008234,00821,Forest Park Elementary,"Forest Park Elementary, a public school located in Eastpointe, MI, serves grades PK-2 in the East Detroit Public Schools.",public,"p,e","PK,KG,1,2",18361 Forest Avenue,Eastpointe,MI,26099,48021,(586) 533-3300,(586) 533-3309,Macomb County,42.475639,-82.931351,East Detroit Public Schools,353,http://www.eastpointeschools.org,https://www.greatschools.org/michigan/eastpointe/9643-Forest-Park-Elementary/
2603769,263660007273,02894,John F. Farrell-Emmett Elementary School,"John F. Farrell-Emmett Elementary School, a public school located in Emmett, MI, serves grades PK-5 in the Yale Public Schools.",public,"p,e","PK,KG,1,2,3,4,5",3300 Kinney Road,Emmett,MI,26147,48022,(810) 384-1300,(810) 384-8010,St Clair County,42.99482,-82.763992,Yale Public Schools,737,http://www.ypsd.us,https://www.greatschools.org/michigan/emmett/3769-John-F.-Farrell-Emmett-Elementary-School/
2606965,,,Farrell-Emmett Children's Center,"Farrell-Emmett Children's Center, a private school located in Emmett, MI, serves grades PK-K in the .",private,"p,e","PK,KG",3300 Kinney Road,Emmett,MI,26147,48022,(810) 384-8910,,St. Clair,42.996136,-82.764053,,0,,https://www.greatschools.org/michigan/emmett/6965-Farrell-Emmett-Childrens-Center/
2601309,261242004942,02934,Palms Elementary School,"Palms Elementary School, a public school located in IRA, MI, serves grades K-5 in the East China School District.",public,e,"KG,1,2,3,4,5",6101 PALMS RD,IRA,MI,26147,48023,(810) 676-1350,(810) 676-1360,St. Clair County,42.720795,-82.629013,East China School District,352,http://www.ecsd.us,https://www.greatschools.org/michigan/ira-township/1309-Palms-Elementary-School/
2600353,260279001069,08623,Francois Maconce Elementary School,"Francois Maconce Elementary School, a public school located in IRA, MI, serves grades PK-5 in the Anchor Bay School District.",public,"p,e","PK,KG,1,2,3,4,5",6300 CHURCH RD,IRA,MI,26147,48023,(586) 725-0284,(586) 725-2037,St. Clair County,42.713554,-82.691353,Anchor Bay School District,216,http://anchorbay.misd.net/schools/maconce/,https://www.greatschools.org/michigan/ira-township/353-Francois-Maconce-Elementary-School/
2600355,260279003997,00089,Anchor Bay High School,"Anchor Bay High School, a public school located in IRA, MI, serves grades 9-12 in the Anchor Bay School District.",public,h,"9,10,11,12",6319 COUNTY LINE RD,IRA,MI,26147,48023,(586) 648-2525,(586) 716-8306,St. Clair County,42.711697,-82.726433,Anchor Bay School District,216,http://www.anchorbay.misd.net/schools/high-school/,https://www.greatschools.org/michigan/ira-township/355-Anchor-Bay-High-School/
2604758,A9502312,08010,Country Meadows Montessori,"Country Meadows Montessori, a private school located in Fair Haven, MI, serves grades PK-K in the .",private,"p,e","PK,KG",8622 Dixie Highway,Fair Haven,MI,26147,48023,(586) 725-2042,,St. Clair,42.678707,-82.649391,,0,http://country-meadows-montessori.com/,https://www.greatschools.org/michigan/fair-haven/4758-Country-Meadows-Montessori/
2605944,00638279,00087,Immaculate Conception School,"Immaculate Conception School, a private school located in Ira, MI, serves grades PK-8 in the .",private,"p,e,m","PK,TK,KG,1,2,3,4,5,6,7,8",7043 Church Road,Ira,MI,26147,48023,(586) 725-0078,,St. Clair,42.691444,-82.68866,,0,,https://www.greatschools.org/michigan/ira/5944-Immaculate-Conception-School/
2613840,A1370895,,Beverly Hills Academy,"Beverly Hills Academy, a private school located in Beverly Hills, MI, serves grades PK-8 in the .",private,"p,e,m","PK,TK,KG,1,2,3,4,5,6,7,8",32605 Bellvine Trail,Beverly Hills,MI,26125,48025,(248) 433-9470,,Oakland County,42.527508,-83.259048,,0,,https://www.greatschools.org/michigan/beverly-hills/13840-Beverly-Hills-Academy/
2613857,A1501995,,Detroit Country Day Middle,"Detroit Country Day Middle, a private school located in Beverly Hills, MI, serves grades 5-8 in the .",private,"e,m","5,6,7,8",22400 Hillview Lane,Beverly Hills,MI,26125,48025,(248) 430-1677,,Oakland County,42.512505,-83.264526,,0,,https://www.greatschools.org/michigan/beverly-hills/13857-Detroit-Country-Day-Middle/
2613858,A1501994,,Detroit Country Day School,"Detroit Country Day School, a private school located in Beverly Hills, MI, serves grades PK-12 in the .",private,"p,e,m,h","PK,TK,KG,1,2,3,4,5,6,7,8,9,10,11,12",22305 West 13 Mile Road,Beverly Hills,MI,26125,48025,(248) 430-1071,,Oakland County,42.513603,-83.26532,,0,,https://www.greatschools.org/michigan/beverly-hills/13858-Detroit-Country-Day-School/
2604030,00638042,,Beverly Hills Academy,"Beverly Hills Academy, a private school located in Beverly Hills, MI, serves grades PK-8 in the .",private,"p,e,m","PK,KG,1,2,3,4,5,6,7,8",32605 Bellvine Trail,Beverly Hills,MI,26125,48025,(248) 647-8060,,Oakland,42.52779,-83.259132,,0,,https://www.greatschools.org/michigan/beverly-hills/4030-Beverly-Hills-Academy/
